id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
380,2014,Jaipur,2014-05-02,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,normal,0,Punjab Kings,1,0,Harbhajan Singh,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
381,2014,Mumbai,2014-05-03,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,63,0,F du Plessis,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
382,2014,Chennai,2014-05-04,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,S Dhawan,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
383,2014,Kolkata,2014-05-05,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,7,A Mishra,"Eden Gardens, Kolkata",Umpire A,Umpire B
384,2014,Lucknow,2014-05-06,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Rajasthan Royals,73,0,HH Pandya,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
385,2014,Hyderabad,2014-05-07,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,0,5,SR Watson,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
386,2014,Jaipur,2014-05-08,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,RG Sharma,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
387,2014,Delhi,2014-05-09,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,normal,0,Royal Challengers Bangalore,0,9,Harbhajan Singh,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
388,2014,Hyderabad,2014-05-10,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,MS Dhoni,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
389,2014,Mohali,2014-05-11,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,B Kumar,"PCA Stadium, Mohali",Umpire A,Umpire B
390,2014,Lucknow,2014-05-12,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,5,UT Yadav,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
391,2014,Jaipur,2014-05-13,Delhi Capitals,Punjab Kings,Punjab Kings,bat,no result,0,,0,0,,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
392,2014,Hyderabad,2014-05-14,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,0,Rajasthan Royals,0,2,Harbhajan Singh,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
393,2015,Chennai,2015-03-20,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Rajasthan Royals,76,0,F du Plessis,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
394,2015,Jaipur,2015-03-21,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,52,0,F du Plessis,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
395,2015,Hyderabad,2015-03-22,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,26,0,AT Rayudu,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
396,2015,Delhi,2015-03-23,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,45,0,MM Sharma,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
397,2015,Ahmedabad,2015-03-24,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Punjab Kings,0,9,AM Rahane,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
398,2015,Jaipur,2015-03-25,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,normal,0,Mumbai Indians,3,0,SK Raina,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
399,2015,Chennai,2015-03-26,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,0,8,CH Gayle,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
400,2015,Delhi,2015-03-27,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Punjab Kings,75,0,AM Rahane,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
401,2015,Jaipur,2015-03-28,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,57,0,AB de Villiers,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
402,2015,Mumbai,2015-03-29,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,0,5,JP Duminy,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
403,2015,Chennai,2015-03-30,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,0,3,K Rabada,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
404,2015,Lucknow,2015-03-31,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,4,0,JC Archer,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
405,2015,Ahmedabad,2015-04-01,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,0,Punjab Kings,12,0,DJ Bravo,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
406,2015,Kolkata,2015-04-02,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,normal,0,Kolkata Knight Riders,79,0,DA Warner,"Eden Gardens, Kolkata",Umpire A,Umpire B
407,2015,Lucknow,2015-04-03,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,0,9,KL Rahul,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
408,2015,Bangalore,2015-04-04,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,55,0,RR Pant,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
409,2015,Ahmedabad,2015-04-05,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Punjab Kings,53,0,HH Pandya,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
410,2015,Mumbai,2015-04-06,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,77,0,V Kohli,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
411,2015,Ahmedabad,2015-04-07,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,0,Punjab Kings,0,3,Z Khan,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
412,2015,Lucknow,2015-04-08,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,1,UT Yadav,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
413,2015,Jaipur,2015-04-09,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,JJ Bumrah,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
414,2015,Jaipur,2015-04-10,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,0,9,JP Duminy,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
415,2015,Jaipur,2015-04-11,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,0,1,SP Narine,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
416,2015,Lucknow,2015-04-12,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,Harbhajan Singh,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
417,2015,Lucknow,2015-04-13,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,23,0,CH Gayle,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
418,2015,Jaipur,2015-04-14,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Punjab Kings,0,7,B Kumar,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
419,2015,Chennai,2015-04-15,Punjab Kings,Chennai Super Kings,Punjab Kings,field,normal,0,Chennai Super Kings,37,0,DA Warner,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
420,2015,Bangalore,2015-04-16,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,0,5,AB de Villiers,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
421,2015,Hyderabad,2015-04-17,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0,2,AM Rahane,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
422,2015,Lucknow,2015-04-18,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,51,0,Harbhajan Singh,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
423,2015,Chennai,2015-04-19,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,0,Kolkata Knight Riders,83,0,KL Rahul,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
424,2015,Chennai,2015-04-20,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,normal,0,Punjab Kings,12,0,DJ Bravo,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
425,2015,Delhi,2015-04-21,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,normal,0,Punjab Kings,45,0,Harbhajan Singh,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
426,2015,Kolkata,2015-04-22,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,0,Kolkata Knight Riders,0,6,UT Yadav,"Eden Gardens, Kolkata",Umpire A,Umpire B
427,2015,Chennai,2015-04-23,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Punjab Kings,0,6,T Natarajan,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
428,2015,Bangalore,2015-04-24,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,HV Patel,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
429,2015,Delhi,2015-04-25,Punjab Kings,Delhi Capitals,Punjab Kings,field,normal,0,Delhi Capitals,0,7,B Kumar,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
430,2015,Jaipur,2015-04-26,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,7,0,Mohammed Shami,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
431,2015,Chennai,2015-04-27,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Rajasthan Royals,90,0,SP Narine,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
432,2015,Hyderabad,2015-04-28,Punjab Kings,Chennai Super Kings,Punjab Kings,field,normal,0,Chennai Super Kings,44,0,SK Raina,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
433,2015,Ahmedabad,2015-04-29,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,82,0,SR Watson,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
434,2015,Jaipur,2015-04-30,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,RG Sharma,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
435,2015,Jaipur,2015-05-01,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,61,0,SL Malinga,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
436,2015,Ahmedabad,2015-05-02,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,11,0,PP Chawla,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
437,2015,Mumbai,2015-05-03,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,39,0,AB de Villiers,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
438,2015,Hyderabad,2015-05-04,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,R Ashwin,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
439,2015,Ahmedabad,2015-05-05,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Rajasthan Royals,30,0,Q de Kock,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
440,2015,Hyderabad,2015-05-06,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,0,1,RR Pant,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
441,2015,Chennai,2015-05-07,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,0,4,Z Khan,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
442,2015,Chennai,2015-05-08,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,0,3,SL Malinga,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
443,2015,Ahmedabad,2015-05-09,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,1,YS Chahal,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
444,2015,Mohali,2015-05-10,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,82,0,UT Yadav,"PCA Stadium, Mohali",Umpire A,Umpire B
445,2015,Lucknow,2015-05-11,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,83,0,AT Rayudu,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
446,2015,Lucknow,2015-05-12,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,no result,0,,0,0,,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
447,2015,Kolkata,2015-05-13,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,0,3,YS Chahal,"Eden Gardens, Kolkata",Umpire A,Umpire B
448,2015,Kolkata,2015-05-14,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,0,7,PP Chawla,"Eden Gardens, Kolkata",Umpire A,Umpire B
449,2016,Jaipur,2016-03-20,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Rajasthan Royals,0,8,PP Chawla,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
450,2016,Kolkata,2016-03-21,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,52,0,AM Rahane,"Eden Gardens, Kolkata",Umpire A,Umpire B
451,2016,Bangalore,2016-03-22,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,normal,0,Chennai Super Kings,16,0,Z Khan,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
452,2016,Mumbai,2016-03-23,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,36,0,MM Sharma,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
453,2016,Mohali,2016-03-24,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,38,0,SS Iyer,"PCA Stadium, Mohali",Umpire A,Umpire B
454,2016,Jaipur,2016-03-25,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,0,6,Q de Kock,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
455,2016,Hyderabad,2016-03-26,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,0,4,SS Iyer,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
456,2016,Delhi,2016-03-27,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,0,Punjab Kings,79,0,PP Chawla,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
457,2016,Delhi,2016-03-28,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,74,0,MS Dhoni,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
458,2016,Chennai,2016-03-29,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,normal,0,Rajasthan Royals,62,0,RR Pant,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
459,2016,Ahmedabad,2016-03-30,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Mumbai Indians,34,0,YS Chahal,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
460,2016,Chennai,2016-03-31,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,1,AB de Villiers,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
461,2016,Mohali,2016-04-01,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,normal,0,Rajasthan Royals,85,0,JC Archer,"PCA Stadium, Mohali",Umpire A,Umpire B
462,2016,Kolkata,2016-04-02,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,0,3,F du Plessis,"Eden Gardens, Kolkata",Umpire A,Umpire B
463,2016,Delhi,2016-04-03,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,UT Yadav,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
464,2016,Mohali,2016-04-04,Punjab Kings,Mumbai Indians,Punjab Kings,field,normal,0,Mumbai Indians,18,0,UT Yadav,"PCA Stadium, Mohali",Umpire A,Umpire B
465,2016,Chennai,2016-04-05,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,0,Delhi Capitals,57,0,SS Iyer,"MA Chidambaram Stadium, Chennai",Umpire A,Umpire B
466,2016,Kolkata,2016-04-06,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,0,Punjab Kings,0,9,HV Patel,"Eden Gardens, Kolkata",Umpire A,Umpire B
467,2016,Mumbai,2016-04-07,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,0,Royal Challengers Bangalore,0,2,RG Sharma,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
468,2016,Hyderabad,2016-04-08,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,2,DJ Bravo,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
469,2016,Lucknow,2016-04-09,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,31,0,R Ashwin,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
470,2016,Mumbai,2016-04-10,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,78,0,MM Sharma,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
471,2016,Ahmedabad,2016-04-11,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,0,2,HV Patel,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
472,2016,Lucknow,2016-04-12,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,0,4,SP Narine,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
473,2016,Lucknow,2016-04-13,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,0,5,HV Patel,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
474,2016,Ahmedabad,2016-04-14,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Rajasthan Royals,0,8,KA Pollard,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
475,2016,Lucknow,2016-04-15,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,0,3,T Natarajan,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
476,2016,Hyderabad,2016-04-16,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,1,RG Sharma,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
477,2016,Mumbai,2016-04-17,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,0,Punjab Kings,36,0,Z Khan,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
478,2016,Jaipur,2016-04-18,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,4,MS Dhoni,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
479,2016,Hyderabad,2016-04-19,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,SS Iyer,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
480,2016,Hyderabad,2016-04-20,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,1,0,Q de Kock,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
481,2016,Bangalore,2016-04-21,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,57,0,KL Rahul,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
482,2016,Kolkata,2016-04-22,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,47,0,A Nehra,"Eden Gardens, Kolkata",Umpire A,Umpire B
483,2016,Jaipur,2016-04-23,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,normal,0,Punjab Kings,71,0,B Kumar,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
484,2016,Lucknow,2016-04-24,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,normal,0,Delhi Capitals,0,8,Harbhajan Singh,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
485,2016,Jaipur,2016-04-25,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,0,6,S Dhawan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
486,2016,Mumbai,2016-04-26,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Rajasthan Royals,36,0,R Ashwin,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
487,2016,Kolkata,2016-04-27,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,31,0,AT Rayudu,"Eden Gardens, Kolkata",Umpire A,Umpire B
488,2016,Delhi,2016-04-28,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,1,JC Archer,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
489,2016,Ahmedabad,2016-04-29,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,2,0,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
490,2016,Mohali,2016-04-30,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Delhi Capitals,5,0,SK Raina,"PCA Stadium, Mohali",Umpire A,Umpire B
491,2016,Mohali,2016-05-01,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Kolkata Knight Riders,0,8,B Kumar,"PCA Stadium, Mohali",Umpire A,Umpire B
492,2016,Hyderabad,2016-05-02,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,50,0,V Kohli,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
493,2016,Jaipur,2016-05-03,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,0,3,RG Sharma,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
494,2016,Delhi,2016-05-04,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Mumbai Indians,14,0,SP Narine,"Arun Jaitley Stadium, Delhi",Umpire A,Umpire B
495,2016,Mumbai,2016-05-05,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Punjab Kings,85,0,KL Rahul,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
496,2016,Lucknow,2016-05-06,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Rajasthan Royals,49,0,MS Dhoni,"BRSABV Ekana Cricket Stadium, Lucknow",Umpire A,Umpire B
497,2016,Hyderabad,2016-05-07,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,AT Rayudu,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",Umpire A,Umpire B
498,2016,Mohali,2016-05-08,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,59,0,MS Dhoni,"PCA Stadium, Mohali",Umpire A,Umpire B
499,2016,Bangalore,2016-05-09,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,59,0,DJ Bravo,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
500,2016,Mumbai,2016-05-10,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,45,0,AB de Villiers,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
501,2016,Jaipur,2016-05-11,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Kolkata Knight Riders,0,4,Harbhajan Singh,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
502,2016,Ahmedabad,2016-05-12,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,25,0,DJ Bravo,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
503,2016,Bangalore,2016-05-13,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,23,0,YS Chahal,"M Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
504,2016,Ahmedabad,2016-05-14,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,3,K Rabada,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
